row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,country,postal_code,market,region,product_id,category,sub-category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority
35634,ca2012125234,2012-11-27,01122012,standard class,sn20710,steve nguyen,home office,los angeles,california,united states,90049.0,us,west,tecac10000158,technology,accessories,sony 64gb class 10 micro sdhc r40 memory card,107.97,3,0.0,22.6737,5.32,medium
36368,ca2011124478,2011-08-08,12082011,standard class,ma17560,matt abelman,home office,trenton,michigan,united states,48183.0,us,central,furfu10002088,furniture,furnishings,nudell float frame 11 x 14 12,53.88,6,0.0,22.6296,5.32,high
36715,ca2012110877,2012-10-23,26102012,first class,je15715,joe elijah,consumer,houston,texas,united states,77041.0,us,central,offpa10004621,office supplies,paper,xerox 212,36.288,7,0.2,12.7008,5.32,critical
39971,ca2014163265,2014-02-17,22022014,standard class,js16030,joy smith,consumer,decatur,illinois,united states,62521.0,us,central,offst10000642,office supplies,storage,tennsco lockers gray,50.352,3,0.2,-8.1822,5.32,medium
31480,ca2011158274,2011-11-19,24112011,second class,rm19675,robert marley,home office,monroe,louisiana,united states,71203.0,us,south,tecph10004896,technology,phones,nokia lumia 521 tmobile,149.95,5,0.0,41.986,5.31,medium
33628,ca2013155187,2013-09-25,27092013,second class,la16780,laura armstrong,corporate,los angeles,california,united states,90004.0,us,west,offpa10000380,office supplies,paper,rediform incomingoutgoing call register 11 x 8 12 100 messages,41.7,5,0.0,20.85,5.31,medium
36280,ca2013109925,2013-11-07,11112013,second class,im15070,irene maddox,consumer,san diego,california,united states,92105.0,us,west,offst10003442,office supplies,storage,eldon portable mobile manager,84.84,3,0.0,22.9068,5.31,medium
36714,ca2011132542,2011-10-06,08102011,second class,am10360,alice mccarthy,corporate,omaha,nebraska,united states,68104.0,us,central,offbi10004099,office supplies,binders,gbc velobinder strips,15.36,2,0.0,7.68,5.31,critical
37656,ca2014139080,2014-01-24,29012014,standard class,cs12250,chris selesnick,corporate,seattle,washington,united states,98103.0,us,west,tecph10004100,technology,phones,griffin gc17055 auxiliary audio cable,86.352,6,0.2,8.6352,5.31,medium
38386,ca2014118864,2014-06-16,20062014,second class,kh16690,kristen hastings,corporate,los angeles,california,united states,90032.0,us,west,tecph10001809,technology,phones,panasonic kx t7736b digital phone,119.96,1,0.2,7.4975,5.31,medium
33083,ca2014166317,2014-09-23,27092014,standard class,je15610,jim epp,corporate,milwaukee,wisconsin,united states,53209.0,us,central,tecph10001615,technology,phones,att cl82213,86.97,3,0.0,25.2213,5.3,medium
33769,us2013135923,2013-01-22,28012013,standard class,cm11935,carlos meador,consumer,fayetteville,north carolina,united states,28314.0,us,south,offap10000692,office supplies,appliances,fellowes mighty 8 compact surge protector,64.864,4,0.2,6.4864,5.3,medium
36599,ca2013113831,2013-05-31,04062013,standard class,ah10690,anna hberlin,corporate,springfield,virginia,united states,22153.0,us,south,offla10001297,office supplies,labels,avery 473,62.1,6,0.0,29.808,5.3,medium
37574,us2013139087,2013-07-18,23072013,second class,dk13375,dennis kane,consumer,seattle,washington,united states,98105.0,us,west,offst10000604,office supplies,storage,homeoffice personal file carts,69.52,2,0.0,17.38,5.3,medium
36877,ca2014137498,2014-09-10,15092014,second class,lc17050,liz carlisle,consumer,los angeles,california,united states,90004.0,us,west,offpa10000143,office supplies,paper,astroparche fine business paper,47.52,9,0.0,22.8096,5.29,medium
32513,us2014118087,2014-09-10,14092014,standard class,sp20620,stefania perrino,corporate,philadelphia,pennsylvania,united states,19134.0,us,east,tecac10004469,technology,accessories,microsoft sculpt comfort mouse,95.88,3,0.2,28.764,5.28,medium
38287,ca2012109386,2012-11-08,13112012,second class,rh19600,rob haberlin,consumer,hampton,virginia,united states,23666.0,us,south,offap10003266,office supplies,appliances,holmes replacement filter for hepa air cleaner large room,44.43,3,0.0,18.6606,5.28,medium
40263,ca2013134180,2013-11-04,08112013,standard class,jp16135,julie prescott,home office,philadelphia,pennsylvania,united states,19120.0,us,east,tecac10000892,technology,accessories,netgear n750 dual band wifi gigabit router,72.0,1,0.2,14.4,5.28,medium
32112,ca2012106565,2012-03-20,23032012,first class,bw11110,bart watters,corporate,milwaukee,wisconsin,united states,53209.0,us,central,offpa10000061,office supplies,paper,xerox 205,51.84,8,0.0,24.8832,5.27,medium
33239,ca2014144064,2014-08-30,02092014,first class,cp12085,cathy prescott,corporate,quincy,illinois,united states,62301.0,us,central,offst10004507,office supplies,storage,advantus rolling storage box,27.44,2,0.2,2.401,5.27,high
35997,ca2014140298,2014-05-12,18052014,standard class,jk16120,julie kriz,home office,austin,texas,united states,78745.0,us,central,offst10004180,office supplies,storage,safco commercial shelving,74.416,2,0.2,-14.8832,5.27,medium
39870,ca2012164623,2012-10-20,22102012,first class,ms17770,maxwell schwartz,consumer,new york city,new york,united states,10035.0,us,east,offpa10000249,office supplies,paper,staples,24.56,2,0.0,11.5432,5.27,high
32227,ca2014144932,2014-04-15,18042014,first class,ab10165,alan barnes,consumer,toledo,ohio,united states,43615.0,us,east,offar10001468,office supplies,art,sanford prismacolor professional thick lead art pencils 36color set,89.856,3,0.2,21.3408,5.26,medium
32863,ca2012129112,2012-11-29,30112012,first class,aw10840,anthony witt,consumer,allen,texas,united states,75002.0,us,central,tecac10003038,technology,accessories,kingston digital datatraveler 16gb usb 20,21.48,3,0.2,-0.2685,5.26,critical
34242,ca2013166443,2013-11-05,06112013,first class,lh17020,lisa hazard,consumer,san francisco,california,united states,94122.0,us,west,furfu10004020,furniture,furnishings,advantus panel wall acrylic frame,38.29,7,0.0,16.4647,5.26,medium
34546,ca2013159730,2013-09-18,22092013,standard class,sj20125,sanjit jacobs,home office,seattle,washington,united states,98103.0,us,west,tecph10002085,technology,phones,clarity 53712,105.584,2,0.2,7.9188,5.26,medium
35532,ca2011168823,2011-09-21,24092011,first class,ma17560,matt abelman,home office,philadelphia,pennsylvania,united states,19143.0,us,east,offla10004425,office supplies,labels,staples,20.808,9,0.2,7.0227,5.26,high
38541,us2014151127,2014-05-23,26052014,first class,rl19615,rob lucas,consumer,los angeles,california,united states,90049.0,us,west,offar10002445,office supplies,art,sanford major accent highlighters,49.56,7,0.0,18.8328,5.26,medium
31323,ca2013121755,2013-01-16,20012013,second class,eh13945,eric hoffmann,consumer,los angeles,california,united states,90049.0,us,west,tecac10003027,technology,accessories,imation8gb mini traveldrive usb 20flash drive,90.57,3,0.0,11.7741,5.25,medium
31575,ca2014132976,2014-10-14,18102014,standard class,ag10495,andrew gjertsen,corporate,philadelphia,pennsylvania,united states,19140.0,us,east,offst10000876,office supplies,storage,eldon simplefile box office,59.712,6,0.2,5.9712,5.25,high
34618,ca2011134551,2011-12-20,25122011,standard class,ts21505,tony sayre,consumer,columbia,tennessee,united states,38401.0,us,south,offpa10002689,office supplies,paper,weyerhaeuser first choice lasercopy paper 20lb and 88 bright,25.92,5,0.2,9.072,5.24,high
34912,ca2014112529,2014-11-20,22112014,first class,sc20770,stewart carmichael,corporate,san antonio,texas,united states,78207.0,us,central,offar10001915,office supplies,art,peeloff china markers,31.776,4,0.2,8.7384,5.24,medium
38449,ca2011137911,2011-10-09,15102011,standard class,bp11095,bart pistole,corporate,jacksonville,north carolina,united states,28540.0,us,south,offpa10004071,office supplies,paper,eaton premium continuousfeed paper 25 cotton letter size white 1000 shtsbox,88.768,2,0.2,31.0688,5.24,medium
39484,ca2013127194,2013-12-11,17122013,standard class,bw11110,bart watters,corporate,new york city,new york,united states,10024.0,us,east,offpa10000659,office supplies,paper,adams phone message book professional 400 message capacity 5 36 x 11,62.82,9,0.0,29.5254,5.24,medium
40128,ca2012145324,2012-11-15,19112012,standard class,dh13675,duane huffman,home office,harrisonburg,virginia,united states,22801.0,us,south,furfu10002759,furniture,furnishings,1212 diameter round wall clock,39.96,2,0.0,14.3856,5.24,high
32596,ca2012121391,2012-10-04,07102012,first class,aa10315,alex avila,consumer,san francisco,california,united states,94109.0,us,west,offst10001590,office supplies,storage,tenex personal project file with scoop front design black,26.96,2,0.0,7.0096,5.23,critical
37782,ca2014113908,2014-06-04,10062014,standard class,kn16390,katherine nockton,corporate,new york city,new york,united states,10011.0,us,east,offpa10004156,office supplies,paper,xerox 188,45.36,4,0.0,22.2264,5.22,medium
40086,ca2014126914,2014-06-16,20062014,standard class,je15715,joe elijah,consumer,monroe,north carolina,united states,28110.0,us,south,furbo10000468,furniture,bookcases,osullivan 2shelf heavyduty bookcases,77.728,2,0.2,-3.8864,5.22,medium
37529,us2014142188,2014-09-12,12092014,same day,jf15415,jennifer ferguson,consumer,seattle,washington,united states,98105.0,us,west,offpa10002005,office supplies,paper,xerox 225,19.44,3,0.0,9.3312,5.21,high
39736,ca2014114370,2014-03-15,18032014,second class,bn11470,brad norvell,corporate,chicago,illinois,united states,60623.0,us,central,tecph10000213,technology,phones,seidio bd2hk3iph5bk dilex case and holster combo for apple iphone 55s  black,49.616,2,0.2,4.9616,5.21,medium
32834,ca2014121888,2014-09-16,18092014,second class,cl11890,carl ludwig,consumer,everett,massachusetts,united states,2149.0,us,east,tecph10000439,technology,phones,ge dsl phone line filter,39.99,1,0.0,11.5971,5.2,high
35895,us2014169502,2014-08-29,02092014,standard class,mg17650,matthew grinstein,home office,milwaukee,wisconsin,united states,53209.0,us,central,offap10001947,office supplies,appliances,acco 6 outlet guardian premium plus surge suppressor,91.6,5,0.0,26.564,5.19,medium
39216,ca2014139822,2014-09-16,22092014,standard class,dp13240,dean percer,home office,waterbury,connecticut,united states,6708.0,us,east,offst10000943,office supplies,storage,eldon profile file n store portable file tub letterlegal size black,38.62,2,0.0,10.8136,5.18,low
41235,ca2013169824,2013-12-13,18122013,standard class,ns18640,noel staavos,corporate,new york city,new york,united states,10009.0,us,east,furfu10004864,furniture,furnishings,eldon 500 class desk accessories,60.35,5,0.0,19.9155,5.18,medium
31494,ca2014107720,2014-11-07,14112014,standard class,vm21685,valerie mitchum,home office,westfield,new jersey,united states,7090.0,us,east,offst10001414,office supplies,storage,decoflex hanging personal folder file,46.26,3,0.0,12.0276,5.17,low
31917,ca2014117947,2014-08-19,24082014,second class,ng18355,nat gilpin,corporate,new york city,new york,united states,10011.0,us,east,furfu10000521,furniture,furnishings,seth thomas 14 puttycolored wall clock,88.02,3,0.0,27.2862,5.17,medium
31965,ca2011156314,2011-12-24,26122011,first class,rp19390,resi plking,consumer,cleveland,ohio,united states,44105.0,us,east,furfu10003096,furniture,furnishings,master giant foot doorstop safety yellow,30.36,5,0.2,8.7285,5.17,high
32827,ca2012103793,2012-03-26,31032012,standard class,bv11245,benjamin venier,corporate,miami,florida,united states,33142.0,us,south,offpa10001125,office supplies,paper,xerox 1988,74.352,3,0.2,23.235,5.16,medium
35749,ca2013147137,2013-07-05,07072013,first class,aa10645,anna andreadi,consumer,san francisco,california,united states,94109.0,us,west,offen10003567,office supplies,envelopes,interoffice recycled envelopes brown kraft buttonstring10 x 13  100box,43.96,2,0.0,20.6612,5.16,high
38835,us2014112347,2014-12-03,07122014,standard class,bs11380,bill stewart,corporate,denver,colorado,united states,80219.0,us,west,offst10003306,office supplies,storage,letter size cart,114.288,1,0.2,12.8574,5.16,medium
39960,ca2012131856,2012-05-12,17052012,standard class,jg15160,james galang,consumer,houston,texas,united states,77041.0,us,central,offpa10001954,office supplies,paper,xerox 1964,127.904,7,0.2,41.5688,5.16,medium
32634,ca2014100524,2014-04-01,03042014,second class,cm12115,chad mcguire,consumer,new york city,new york,united states,10011.0,us,east,furfu10004018,furniture,furnishings,tensor computer mounted lamp,29.78,2,0.0,8.0406,5.15,high
33646,ca2014109701,2014-12-03,04122014,same day,am10360,alice mccarthy,corporate,los angeles,california,united states,90032.0,us,west,offbi10000632,office supplies,binders,satellite sectional post binders,69.456,2,0.2,22.5732,5.15,high
35239,ca2014160458,2014-05-28,30052014,second class,eh13945,eric hoffmann,consumer,memphis,tennessee,united states,38109.0,us,south,offpa10001166,office supplies,paper,xerox 2,25.92,5,0.2,9.072,5.15,critical
39382,ca2013105753,2013-10-21,27102013,standard class,lc16960,lindsay castell,home office,arlington,virginia,united states,22204.0,us,south,furfu10000246,furniture,furnishings,aluminum document frame,61.1,5,0.0,18.33,5.15,medium
41010,ca2011114251,2011-11-05,10112011,standard class,md17350,maribeth dona,consumer,philadelphia,pennsylvania,united states,19143.0,us,east,tecac10001101,technology,accessories,sony 16gb class 10 micro sdhc r40 memory card,51.56,5,0.2,-6.445,5.15,medium
41284,ca2014163629,2014-11-18,22112014,standard class,ra19885,ruben ausman,corporate,athens,georgia,united states,30605.0,us,south,tecac10001539,technology,accessories,logitech g430 surround sound gaming headset with dolby 71 technology,79.99,1,0.0,28.7964,5.15,medium
34839,ca2013157511,2013-09-19,21092013,first class,sv20365,seth vernon,consumer,columbus,ohio,united states,43229.0,us,east,furch10002647,furniture,chairs,situations contoured folding chairs 4set,99.372,2,0.3,-7.098,5.14,high
35355,ca2012124058,2012-11-20,24112012,standard class,lc16885,lena creighton,consumer,oakland,california,united states,94601.0,us,west,tecph10004774,technology,phones,gear head au3700s headset,72.744,7,0.2,-15.4581,5.14,medium
38210,ca2012104115,2012-06-12,16062012,standard class,jh15910,jonathan howell,consumer,west palm beach,florida,united states,33407.0,us,south,tecph10002844,technology,phones,speck products candyshell flip case,55.984,2,0.2,4.1988,5.14,medium
32599,ca2012115847,2012-09-19,24092012,second class,tc21535,tracy collins,home office,arlington,virginia,united states,22204.0,us,south,furbo10003433,furniture,bookcases,sauder cornerstone collection library,61.96,2,0.0,4.3372,5.13,medium
34233,us2013169040,2013-12-07,13122013,standard class,gt14710,greg tran,consumer,seattle,washington,united states,98105.0,us,west,offbi10001636,office supplies,binders,ibico plastic and wire spiral binding combs,47.208,7,0.2,15.3426,5.13,medium
36316,ca2011127558,2011-11-15,18112011,first class,ss20410,shahid shariari,consumer,los angeles,california,united states,90008.0,us,west,offsu10002537,office supplies,supplies,acme box cutter scissors,20.46,2,0.0,5.3196,5.13,medium
37535,ca2012134075,2012-12-12,16122012,standard class,ha14905,helen abelman,consumer,san jose,california,united states,95123.0,us,west,furfu10004597,furniture,furnishings,eldon cleatmat chair mats for medium pile carpets,166.5,3,0.0,21.645,5.13,medium
33315,ca2012113110,2012-03-19,23032012,standard class,bk11260,berenike kampe,consumer,san bernardino,california,united states,92404.0,us,west,offsu10001165,office supplies,supplies,acme elite stainless steel scissors,33.36,4,0.0,8.6736,5.12,high
33652,ca2012111514,2012-08-31,02092012,first class,sc20260,scott cohen,corporate,san francisco,california,united states,94122.0,us,west,tecac10004864,technology,accessories,memorex micro travel drive 32 gb,36.51,1,0.0,15.6993,5.12,high
39038,ca2012147816,2012-09-24,26092012,second class,cm11935,carlos meador,consumer,tucson,arizona,united states,85705.0,us,west,tecph10003095,technology,phones,samsung hm1900 bluetooth headset,35.12,2,0.2,13.17,5.12,high
39314,us2011131870,2011-09-09,11092011,first class,nf18595,nicole fjeld,home office,lancaster,ohio,united states,43130.0,us,east,offar10000634,office supplies,art,newell 320,30.816,9,0.2,2.6964,5.12,high
36448,ca2014169929,2014-09-26,29092014,first class,ls17200,luke schmidt,corporate,helena,montana,united states,59601.0,us,west,offst10002352,office supplies,storage,iris project case,39.9,5,0.0,10.374,5.11,medium
36829,us2013167472,2013-06-07,08062013,first class,ck12595,clytie kelty,consumer,little rock,arkansas,united states,72209.0,us,south,tecac10003038,technology,accessories,kingston digital datatraveler 16gb usb 20,26.85,3,0.0,5.1015,5.11,high
37133,ca2012101868,2012-06-09,16062012,standard class,mj17740,max jones,consumer,miami,florida,united states,33178.0,us,south,tecac10004396,technology,accessories,logitech keyboard k120,72.6,5,0.2,-8.1675,5.11,medium
40804,ca2011149104,2011-04-05,07042011,second class,rd19900,ruben dartt,consumer,dearborn heights,michigan,united states,48127.0,us,central,offbi10004209,office supplies,binders,fellowes twister kit grayclear 3pkg,40.2,5,0.0,18.09,5.11,high
31399,ca2013129903,2013-12-02,05122013,second class,gz14470,gary zandusky,consumer,rochester,minnesota,united states,55901.0,us,central,offpa10004040,office supplies,paper,universal premium white copierlaser paper 20lb and 87 bright,23.92,4,0.0,11.7208,5.1,critical
32991,ca2012156335,2012-09-25,28092012,second class,po19195,phillina ober,home office,bayonne,new jersey,united states,7002.0,us,east,tecac10002006,technology,accessories,memorex micro travel drive 16 gb,63.96,4,0.0,19.8276,5.1,medium
36766,ca2011132451,2011-09-26,27092011,first class,kf16285,karen ferguson,home office,san diego,california,united states,92105.0,us,west,offpa10004888,office supplies,paper,xerox 217,19.44,3,0.0,9.3312,5.1,critical
33031,ca2014101483,2014-07-30,02082014,second class,ag10675,anna gayman,consumer,jacksonville,north carolina,united states,28540.0,us,south,offap10002082,office supplies,appliances,holmes hepa air purifier,34.848,2,0.2,6.534,5.09,high
34610,us2011133130,2011-09-27,01102011,standard class,th21100,thea hendricks,consumer,san diego,california,united states,92037.0,us,west,offpa10000675,office supplies,paper,xerox 1919,81.98,2,0.0,40.1702,5.09,high
32956,ca2014127285,2014-10-31,07112014,standard class,mm18055,michelle moray,consumer,seattle,washington,united states,98115.0,us,west,offbi10004330,office supplies,binders,gbc velobind prepunched cover sets regency series,88.752,3,0.2,27.735,5.08,medium
36945,ca2014142342,2014-07-18,20072014,second class,aj10795,anthony johnson,corporate,apple valley,california,united states,92307.0,us,west,offpa10004609,office supplies,paper,xerox 221,32.4,5,0.0,15.552,5.08,high
39641,us2011155544,2011-03-21,25032011,standard class,gm14440,gary mcgarr,consumer,knoxville,tennessee,united states,37918.0,us,south,furfu10001473,furniture,furnishings,dax wood document frame,32.952,3,0.2,6.5904,5.08,high
36085,ca2012104346,2012-12-11,16122012,standard class,im15070,irene maddox,consumer,colorado springs,colorado,united states,80906.0,us,west,furfu10002456,furniture,furnishings,master caster door stop large neon orange,52.416,9,0.2,15.0696,5.07,medium
40896,ca2012116841,2012-04-14,18042012,standard class,tp21130,theone pippenger,consumer,springfield,oregon,united states,97477.0,us,west,offap10002403,office supplies,appliances,acco smartsocket colorcoded sixoutlet ac adapter model surge protectors,35.208,1,0.2,2.6406,5.07,high
32805,ca2014108294,2014-12-11,11122014,same day,ls16975,lindsay shagiari,home office,omaha,nebraska,united states,68104.0,us,central,offbi10004965,office supplies,binders,ibico covers for plastic or wire binding elements,34.5,3,0.0,15.525,5.06,high
35041,ca2011113047,2011-10-24,24102011,same day,ap10915,arthur prichep,consumer,rock hill,south carolina,united states,29730.0,us,south,offfa10002763,office supplies,fasteners,advantus map pennant flags and round head tacks,11.85,3,0.0,3.792,5.06,critical
33003,ca2014123491,2014-10-31,06112014,standard class,jk15205,jamie kunitz,consumer,san francisco,california,united states,94122.0,us,west,offla10003077,office supplies,labels,avery 500,43.86,6,0.0,20.6142,5.05,medium
34077,ca2014167668,2014-05-07,09052014,first class,tc21295,toby carlisle,consumer,new york city,new york,united states,10035.0,us,east,offla10004544,office supplies,labels,avery 505,59.2,4,0.0,29.6,5.05,high
37320,us2014128832,2014-04-25,28042014,first class,ls16945,linda southworth,corporate,providence,rhode island,united states,2908.0,us,east,tecac10004855,technology,accessories,v7 usb numeric keypad,69.98,2,0.0,4.8986,5.05,high
39997,ca2014119284,2014-06-16,21062014,standard class,ts21205,thomas seio,corporate,nashville,tennessee,united states,37211.0,us,south,offap10004249,office supplies,appliances,staples,76.608,8,0.2,6.7032,5.05,medium
31370,us2012134026,2012-04-26,02052012,standard class,je15745,joel eaton,consumer,memphis,tennessee,united states,38109.0,us,south,furfu10003708,furniture,furnishings,tenex traditional chairmats for medium pile carpet standard lip 36 x 48,97.04,2,0.2,1.213,5.04,medium
31796,ca2013126158,2013-07-26,01082013,standard class,sc20095,sanjit chand,consumer,costa mesa,california,united states,92627.0,us,west,furfu10000073,furniture,furnishings,deflecto glasstique clear desk accessories,69.3,9,0.0,22.869,5.04,medium
33344,ca2013131835,2013-07-18,22072013,standard class,mc17590,matt collister,corporate,perth amboy,new jersey,united states,8861.0,us,east,offpa10004071,office supplies,paper,eaton premium continuousfeed paper 25 cotton letter size white 1000 shtsbox,55.48,1,0.0,26.6304,5.04,medium
33821,ca2012124541,2012-04-06,10042012,standard class,tt21220,thomas thornton,consumer,houston,texas,united states,77041.0,us,central,offar10004078,office supplies,art,newell 312,42.048,9,0.2,5.256,5.04,high
36661,ca2011123477,2011-01-19,22012011,second class,dw13195,david wiener,corporate,springfield,oregon,united states,97477.0,us,west,offap10000692,office supplies,appliances,fellowes mighty 8 compact surge protector,64.864,4,0.2,6.4864,5.04,high
37573,us2013139087,2013-07-18,23072013,second class,dk13375,dennis kane,consumer,seattle,washington,united states,98105.0,us,west,offla10001074,office supplies,labels,round specialty laser printer labels,87.71,7,0.0,41.2237,5.04,medium
39231,ca2014166093,2014-08-18,25082014,standard class,rw19540,rick wilson,corporate,brentwood,california,united states,94513.0,us,west,tecph10002564,technology,phones,otterbox defender series case  samsung galaxy s4,71.976,3,0.2,8.997,5.04,medium
40076,ca2012165813,2012-03-20,22032012,second class,bm11785,bryan mills,consumer,salem,oregon,united states,97301.0,us,west,offst10004258,office supplies,storage,portable personal file box,29.304,3,0.2,2.5641,5.04,high
40366,ca2013106278,2013-09-03,06092013,second class,bm11140,becky martin,consumer,des moines,washington,united states,98198.0,us,west,offen10003567,office supplies,envelopes,interoffice recycled envelopes brown kraft buttonstring10 x 13  100box,65.94,3,0.0,30.9918,5.04,medium
32611,ca2013145919,2013-12-19,24122013,standard class,hg14965,henry goldwyn,corporate,los angeles,california,united states,90032.0,us,west,offpa10003072,office supplies,paper,eureka recycled copy paper 8 12 x 11 ream,38.88,6,0.0,18.6624,5.02,high
33608,us2014120418,2014-06-12,13062014,first class,bc11125,becky castell,home office,peoria,arizona,united states,85345.0,us,west,offar10001955,office supplies,art,newell 319,15.872,1,0.2,1.984,5.02,critical
35471,ca2013152163,2013-07-02,02072013,same day,jf15355,jay fein,consumer,columbia,south carolina,united states,29203.0,us,south,offbi10003364,office supplies,binders,binding machine supplies,58.34,2,0.0,28.0032,5.02,high
38330,ca2013145548,2013-11-12,17112013,standard class,eb13750,edward becker,corporate,new york city,new york,united states,10011.0,us,east,offbi10001510,office supplies,binders,deluxe heavyduty vinyl round ring binder,55.008,3,0.2,17.19,5.02,medium
38907,ca2011133354,2011-02-23,25022011,first class,sa20830,sue ann reed,consumer,moreno valley,california,united states,92553.0,us,west,offpa10001800,office supplies,paper,xerox 220,19.44,3,0.0,9.3312,5.01,high
33177,ca2012109512,2012-03-05,05032012,same day,lf17185,luke foster,consumer,new york city,new york,united states,10011.0,us,east,offen10002621,office supplies,envelopes,staples,29.34,3,0.0,14.67,5.0,critical
32490,us2012130519,2012-09-15,15092012,same day,ng18355,nat gilpin,corporate,coral springs,florida,united states,33065.0,us,south,offpa10001937,office supplies,paper,xerox 21,15.552,3,0.2,5.4432,4.99,high
33191,us2014108063,2014-12-03,06122014,first class,as10090,adam shillingsburg,consumer,charlottesville,virginia,united states,22901.0,us,south,offar10001446,office supplies,art,newell 309,34.65,3,0.0,10.395,4.99,medium
35222,ca2011103940,2011-09-17,21092011,standard class,bn11515,bradley nguyen,consumer,seattle,washington,united states,98103.0,us,west,offst10000943,office supplies,storage,eldon profile file n store portable file tub letterlegal size black,57.93,3,0.0,16.2204,4.99,medium
36029,us2012103996,2012-03-29,31032012,second class,rb19435,richard bierner,consumer,san diego,california,united states,92105.0,us,west,tecac10003116,technology,accessories,memorex froggy flash drive 8 gb,53.25,3,0.0,20.7675,4.99,high
37374,ca2013151561,2013-09-02,08092013,standard class,pg18820,patrick gardner,consumer,new york city,new york,united states,10011.0,us,east,tecac10003399,technology,accessories,memorex mini travel drive 64 gb usb 20 flash drive,72.48,2,0.0,30.4416,4.99,medium
37657,ca2012115693,2012-12-10,15122012,standard class,fc14245,frank carlisle,home office,los angeles,california,united states,90032.0,us,west,offar10003582,office supplies,art,boston electric pencil sharpener model 1818 charcoal black,56.3,2,0.0,15.764,4.99,medium
39021,ca2013113978,2013-09-26,30092013,standard class,ts21505,tony sayre,consumer,cleveland,ohio,united states,44105.0,us,east,offap10003849,office supplies,appliances,hoover shoulder vac commercial portable vacuum,286.256,1,0.2,17.891,4.99,medium
39057,ca2011155390,2011-12-06,11122011,standard class,bg11035,barry gonzalez,consumer,memphis,tennessee,united states,38109.0,us,south,offpa10003641,office supplies,paper,xerox 1909,42.208,2,0.2,13.7176,4.99,high
40435,ca2011123400,2011-02-03,10022011,standard class,eb13930,eric barreto,consumer,saint petersburg,florida,united states,33710.0,us,south,tecph10002890,technology,phones,att 17929 lendline telephone,180.96,5,0.2,13.572,4.99,medium
36849,us2011159618,2011-11-12,16112011,standard class,db12970,darren budd,corporate,houston,texas,united states,77036.0,us,central,tecac10003832,technology,accessories,imation16gb mini traveldrive usb 20flash drive,79.512,3,0.2,20.8719,4.98,medium
38840,us2014112347,2014-12-03,07122014,standard class,bs11380,bill stewart,corporate,denver,colorado,united states,80219.0,us,west,tecph10004833,technology,phones,macally suction cup mount,57.36,6,0.2,-14.34,4.98,medium
39255,ca2014131807,2014-10-06,11102014,standard class,gg14650,greg guthrie,corporate,chico,california,united states,95928.0,us,west,furfu10004666,furniture,furnishings,dax clear channel poster frame,72.9,5,0.0,26.973,4.98,medium
36436,ca2014128335,2014-09-30,06102014,standard class,ja15970,joseph airdo,consumer,mount vernon,new york,united states,10550.0,us,east,offpa10004996,office supplies,paper,speediset carbonless rediletter 7 x 8 12,51.55,5,0.0,24.2285,4.97,medium
37544,ca2014121580,2014-05-30,05062014,standard class,ml17410,maris laware,consumer,columbus,indiana,united states,47201.0,us,central,offbi10000632,office supplies,binders,satellite sectional post binders,43.41,1,0.0,19.9686,4.97,low
31513,ca2012146262,2012-01-02,09012012,standard class,vw21775,victoria wilson,corporate,medina,ohio,united states,44256.0,us,east,tecac10000109,technology,accessories,sony micro vault click 16 gb usb 20 flash drive,89.584,2,0.2,4.4792,4.96,medium
31984,ca2011157784,2011-07-05,08072011,first class,mc17845,michael chen,consumer,jackson,mississippi,united states,39212.0,us,south,offpa10000304,office supplies,paper,xerox 1995,19.44,3,0.0,9.3312,4.95,high
32194,ca2011144407,2011-09-09,15092011,standard class,ms17365,maribeth schnelling,consumer,detroit,michigan,united states,48227.0,us,central,offla10003923,office supplies,labels,alphabetical labels for top tab filing,103.6,7,0.0,51.8,4.95,medium
35462,us2014106131,2014-01-15,17012014,first class,tp21565,tracy poddar,corporate,aurora,colorado,united states,80013.0,us,west,offst10003638,office supplies,storage,mobile personal file cube,168.624,9,0.2,14.7546,4.95,critical
37495,ca2012149909,2012-11-13,17112012,standard class,ra19915,russell applegate,consumer,columbus,indiana,united states,47201.0,us,central,tecph10001536,technology,phones,spigen samsung galaxy s5 case wallet,50.97,3,0.0,13.2522,4.95,medium
40103,ca2013113082,2013-09-13,17092013,standard class,mc17590,matt collister,corporate,utica,new york,united states,13501.0,us,east,furfu10002813,furniture,furnishings,dax contemporary wood frame with silver metal mat desktop 11 x 14 size,40.48,2,0.0,14.5728,4.95,high
32184,ca2014150707,2014-10-15,20102014,standard class,el13735,ed ludwig,home office,columbia,maryland,united states,21044.0,us,east,offbi10001078,office supplies,binders,acco presstex data binder with storage hooks dark blue 14 78 x 11,37.66,7,0.0,18.4534,4.94,high
32712,ca2014115994,2014-01-29,01022014,second class,bt11305,beth thompson,home office,costa mesa,california,united states,92627.0,us,west,furfu10003976,furniture,furnishings,dax executive solid wood document frame desktop or hang mahogany 5 x 7,37.74,3,0.0,12.8316,4.94,high
36733,ca2011103317,2011-07-05,08072011,first class,dm13525,don miller,corporate,palm coast,florida,united states,32137.0,us,south,furfu10001591,furniture,furnishings,advantus panel wall certificate holder  85x11,19.52,2,0.2,5.368,4.94,high
